"구분(1)",구분(2),구분(3),구분(4),2024.05,2024.06,2024.07,2024.08,2024.09,2024.10
"교외대기",충청북도,음성,금왕,0.0095,0.0103,0.0067,0.0088,0.0081,0.0109
"교외대기",충청남도,태안,파도리,0.0067,0.0065,0.0033,0.0044,0.0048,0.0059
"교외대기",충청남도,공주,사곡면,0.0062,0.0064,0.0054**,-,-,0.0050*
"교외대기",전북특별자치도,임실,운암면,0.0037,0.0035,0.0023,0.0025,0.0024,0.0028
"교외대기",전북특별자치도,부안,새만금,0.0046,0.0041,0.0028,0.0031,0.0035,0.0049
"교외대기",전라남도,화순,송단리,0.0033,0.0029,0.0021,0.0022,0.0025,0.0025
"교외대기",경상북도,영덕,강구면,0.0052,0.0058,0.0047,0.0042,0.0039,0.0038
"교외대기",경상북도,영천,화북면,0.0052,0.0049,0.0039**,0.0039*,0.0039,0.0043
"교외대기",경상북도,의성,안계면,0.0045,0.0051*,0.0041,0.0044,0.0046,0.0053
"교외대기",경상남도,창원,대산면,0.0064,0.0074,0.0068,0.0060**,0.0062*,0.0062
"교외대기",경상남도,거제,저구리,0.0049,0.0054,0.0050,0.0046,0.0047,0.0050
"교외대기",경상남도,거창,남상면,0.0103,0.0087,0.0062,0.0078*,-,-
"도로변대기",서울특별시,서울특별시,한강대로,0.0214,0.0220,0.0164,0.0169,0.0175,0.0231
"도로변대기",서울특별시,서울특별시,청계천로,0.0213,0.0224,0.0177,0.0190,0.0169,0.0248
"도로변대기",서울특별시,서울특별시,종로,0.0171,0.0181,0.0154,0.0160,0.0156,0.0194
"도로변대기",서울특별시,서울특별시,홍릉로,0.0225,0.0233,0.0171,0.0192,0.0183,0.0235
"도로변대기",서울특별시,서울특별시,신촌로,0.0256,0.0309,0.0202,0.0225,0.0189,0.0244
"도로변대기",서울특별시,서울특별시,영등포로,0.0279,0.0274,0.0203,0.0222,0.0201,0.0271
"도로변대기",서울특별시,서울특별시,도산대로,0.0174,0.0173,0.0113,0.0172,0.0152,0.0207
"도로변대기",서울특별시,서울특별시,천호대로,0.0241,0.0253,0.0178,0.0214,0.0200,0.0251
"도로변대기",서울특별시,서울특별시,강남대로,0.0257,0.0277,0.0180,0.0240,0.0227,0.0273
"도로변대기",서울특별시,서울특별시,강변북로,0.0272,0.0321,0.0202,0.0188,0.0175,0.0225
"도로변대기",서울특별시,서울특별시,화랑로,0.0281,0.0294,0.0224,0.0259,0.0247,0.0288
"도로변대기",서울특별시,서울특별시,공항대로,0.0226,0.0233,0.0183,0.0218,0.0214,0.0265
"도로변대기",서울특별시,서울특별시,동작대로,0.0289,0.0317,0.0242,0.0278,0.0250,0.0309
"도로변대기",서울특별시,서울특별시,정릉로,0.0280,0.0318,0.0254,0.0286,0.0265,0.0302
"도로변대기",서울특별시,서울특별시,시흥대로,0.0270,0.0308,0.0216,0.0283,0.0296,0.0364
"도로변대기",서울특별시,서울특별시,시도평균,0.0243,0.0262,0.0191,0.0220,0.0206,0.0260
"도로변대기",부산광역시,부산광역시,온천동,0.0264,0.0263,0.0202,0.0177,0.0195,0.0213
"도로변대기",부산광역시,부산광역시,초량동,0.0213,0.0268,0.0209,0.0159,0.0152,0.0143
"도로변대기",부산광역시,부산광역시,삼락동,0.0226,0.0235,0.0149,0.0141,0.0159,0.0184
"도로변대기",부산광역시,부산광역시,우동,0.0157,0.0168,0.0131,0.0106,0.0099,0.0125
"도로변대기",부산광역시,부산광역시,시도평균,0.0215,0.0233,0.0173,0.0146,0.0151,0.0166
"도로변대기",대구광역시,대구광역시,평리동,0.0167,0.0145,0.0111,0.0109,0.0134,0.0202
"도로변대기",대구광역시,대구광역시,이곡동,0.0090,0.0104,0.0084,0.0102,0.0142,0.0176
"도로변대기",대구광역시,대구광역시,충혼탑,0.0104,0.0102,0.0057,0.0063,0.0068,0.0088**
"도로변대기",대구광역시,대구광역시,서변동,0.0122,0.0125,0.0076,0.0091,0.0110,0.0119
"도로변대기",대구광역시,대구광역시,연호동,0.0114,0.0144,0.0102,0.0105,0.0104,0.0145
"도로변대기",대구광역시,대구광역시,시도평균,0.0119,0.0124,0.0086,0.0094,0.0112,0.0158
"도로변대기",인천광역시,인천광역시,석바위,0.0208,0.0212,0.0154,0.0190,0.0189,0.0250
"도로변대기",인천광역시,인천광역시,부평역,0.0191,0.0195,0.0122,0.0163,0.0174,0.0229
"도로변대기",인천광역시,인천광역시,송현,0.0190,0.0177,0.0136,0.0161,0.0191,0.0262
"도로변대기",인천광역시,인천광역시,서해,0.0231,0.0206,0.0168,0.0173,0.0203,0.0254
"도로변대기",인천광역시,인천광역시,남동,0.0240,0.0254,0.0185,0.0145,0.0148,0.0222
"도로변대기",인천광역시,인천광역시,중봉,0.0198,0.0185,0.0158,0.0159,0.0182,0.0255
"도로변대기",인천광역시,인천광역시,임학,0.0192,0.0185,0.0134,0.0148,0.0160,0.0223
"도로변대기",인천광역시,인천광역시,시도평균,0.0207,0.0203,0.0150,0.0163,0.0178,0.0242
"도로변대기",광주광역시,광주광역시,치평동,0.0139,0.0134,0.0113,0.0128,0.0129,0.0148
"도로변대기",광주광역시,광주광역시,운암동,0.0228,0.0210,0.0135,0.0174,0.0190,0.0250
"도로변대기",광주광역시,광주광역시,시도평균,0.0184,0.0173,0.0124,0.0151,0.0160,0.0199
"도로변대기",대전광역시,대전광역시,대흥동1,0.0167,0.0153,0.0118,0.0153,0.0140,0.0193
"도로변대기",대전광역시,대전광역시,월평동,0.0098,0.0094,0.0070,0.0101,0.0110,0.0136
"도로변대기",대전광역시,대전광역시,시도평균,0.0132,0.0123,0.0094,0.0127,0.0125,0.0165
"도로변대기",울산광역시,울산광역시,신정로,0.0168,0.0174,0.0106,0.0115,0.0134,0.0146
"도로변대기",울산광역시,울산광역시,북부순환도로,0.0160,0.0176,0.0129,0.0109,0.0116,0.0114
"도로변대기",울산광역시,울산광역시,산업로,0.0230,0.0258,0.0179,0.0152,0.0149,0.0195
"도로변대기",울산광역시,울산광역시,시도평균,0.0186,0.0203,0.0138,0.0125,0.0133,0.0152
"도로변대기",세종특별자치시,세종특별자치시,보람동,0.0109,0.0099,0.0076,0.0087,0.0100,0.0139
"도로변대기",경기도,수원,경수대로(동수원),0.0229,0.0221,0.0142,0.0198,0.0194,0.0271
"도로변대기",경기도,성남,성남대로(모란역),0.0284,0.0306,0.0183,0.0221,0.0225,0.0309
"도로변대기",경기도,성남,대왕판교로(백현동),0.0294,0.0297,0.0208,0.0264,0.0257,0.0298
"도로변대기",경기도,안산,중앙대로(고잔동),0.0184,0.0180,0.0129,0.0158,0.0156,0.0239
"도로변대기",경기도,고양,백마로(마두역),0.0153,0.0159,0.0128,0.0137,0.0140,0.0189
"도로변대기",경기도,시흥,서해안로,0.0155,0.0149,0.0115,0.0129,0.0149,0.0218
"도로변대기",경기도,부천,송내대로(중동),0.0209,0.0223,0.0155,0.0186,0.0162,0.0217
"도로변대기",경기도,남양주,경춘로,0.0205,0.0215,0.0143,0.0157,0.0142,0.0195
"도로변대기",경기도,용인,중부대로(구갈동),0.0206,0.0207,0.0136,0.0171,0.0163,0.0218
"도로변대기",경기도,김포,한강로,0.0083,0.0103,0.0088,0.0107,0.0114,0.0175
"도로변대기",경기도,오산,금암로(신장동),0.0136,0.0135,0.0090,0.0114,0.0119,0.0178
"도로변대기",경기도,시도평균,소계,0.0194,0.0200,0.0138,0.0168,0.0166,0.0228
"도로변대기",강원특별자치도,춘천,온의동,0.0151,0.0154,0.0131,0.0123,0.0127,0.0139
"도로변대기",충청북도,청주,복대동,0.0163,0.0176,0.0118,0.0122,0.0130,0.0186
"도로변대기",충청남도,천안,성성동,0.0150,0.0146,0.0083,0.0122,0.0111,0.0142
"도로변대기",충청남도,당진,복운리,0.0291,0.0289,0.0152,0.0224,0.0190,0.0266
"도로변대기",충청남도,아산,장재리,0.0148,0.0145,0.0103,0.0123,0.0126,0.0161
"도로변대기",충청남도,시도평균,소계,0.0196,0.0193,0.0113,0.0158,0.0143,0.0192
"도로변대기",전북특별자치도,전주,서신동,0.0135,0.0129,0.0088,0.0087,0.0117,0.0158
"도로변대기",전북특별자치도,익산,금마면,0.0087,0.0083,0.0072,0.0073,0.0077,0.0093
"도로변대기",전북특별자치도,시도평균,소계,0.0111,0.0106,0.0080,0.0080,0.0098,0.0124
"도로변대기",경상북도,포항,우현동,0.0175,0.0191,0.0148,0.0126,0.0116,0.0151
"도로변대기",경상남도,창원,삼진로,0.0103,0.0089,0.0060,0.0068,0.0077,0.0075
"도로변대기",경상남도,창원,반송로,0.0187,0.0140,0.0095,0.0105,0.0116,0.0133
"도로변대기",경상남도,김해,김해대로,0.0220,0.0252,0.0254,0.0245,0.0159,0.0157
"도로변대기",경상남도,시도평균,소계,0.0170,0.0160,0.0136,0.0140,0.0118,0.0122
"도로변대기",제주특별자치도,제주,노형로,0.0149,0.0154,0.0117,0.0125,0.0118,0.0127
